title,units,description
HED 451 - Nutrition for Healthy Communities,3,"Examine nutritional recommendations, challenges, and eating patterns throughout the lifespan of individuals and communities, with an emphasis on the role of nutrition in chronic disease prevention and management."
NRSG 348 - Transition to Professional Practice,3,Examine socialization and development of professional nursing roles. Explore theoretical models and frameworks. Develop critical thinking skills to address professional practice issues from a local to global perspective.
NRSG 350 - Pathophysiology Across the Lifespan,3,"Develop a thorough understanding of the human body, from cellular functions to integrative body systems. Examine how disease processes impact body systems and the related therapies and treatments."
NRSG 372 - Health Assessment Across the Lifespan,3,"Examine principles related to history taking, physical examination, diagnostic testing, health promotion, and patient education. Develop skills to conduct a comprehensive history and physical exam."
NRSG 390 - Informatics and Health Literacy,3,"Understand information science and systems, healthcare technology, and data-driven decisions. Develop research skills to strengthen evidence-based practice for consumer-centered technology-supported care. Analyze materials for health literacy principles."
NRSG 460W - Leadership and Management Dynamics,3,"Analyze principles related to organizational theories, socioeconomic political trends, and healthcare delivery systems. Evaluate leadership and management principles to provide comprehensive care coordination to at-risk and marginalized populations."
NRSG 470 - Community/Public Health Nursing,3,"Examine nursing, public health, and health promotion theories. Discuss the impact of past and present policies on community health. Analyze the social determinants of health equity with a focus on at-risk and marginalized communities."
NRSG 471 - Community/Public Health Nursing Practicum,3,"Apply nursing and public health interventions, with a focus on prevention and health promotion, to individuals, families, and communities. Evaluate systems of care for at-risk and marginalized communities."
NRSG 490 - Evidence-Based Practice and Research,3,"Gain skills to find, understand, analyze, and critique research applicable to nursing practice. Develop professional writing and presentation skills to support evidence-based practice and advocate for change."
